team_id	access_method	query_type	query_duration_ms	read_rows	memory_mb	event_time	query_id
121302		stats_table_path_bounce_query	12271	429970906	5651.0	2026-05-19T10:04:18Z	121302_2cd99ff5-778f-4d35-acc5-5608f1547405_nWyDEjMT
