query_type	cnt	avg_ms	p95_ms	p99_ms	max_ms	first_seen	last_seen
stats_table_main_query	6487	685.7	1377.7	2449.4	32439	2026-05-19T06:44:22Z	2026-05-19T12:44:14Z
web_overview_query	2429	666.9	1310.4	2452.7	33542	2026-05-19T06:44:38Z	2026-05-19T12:44:13Z
stats_table_frustration_metrics_query	2061	615.4	1263.0	2251.2	7809	2026-05-19T06:44:24Z	2026-05-19T12:44:13Z
stats_table_path_bounce_query	1954	1209.8	2436.0	4499.4	20099	2026-05-19T06:44:43Z	2026-05-19T12:44:11Z
web_vitals_path_breakdown_query	437	297.7	729.2	1117.4	1614	2026-05-19T06:46:48Z	2026-05-19T12:43:58Z
web_goals_query	330	1061.3	2356.3	3623.2	54960	2026-05-19T06:44:25Z	2026-05-19T12:44:06Z
stats_table_entry_bounce_query	304	668.3	1299.2	2174.4	2620	2026-05-19T06:44:38Z	2026-05-19T12:43:42Z
external_clicks_query	116	989.8	2307.8	8274.1	10654	2026-05-19T06:53:36Z	2026-05-19T12:42:32Z
stats_table_path_bounce_and_avg_time_query	1	2778.0	2778.0	2778.0	2778	2026-05-19T08:31:40Z	2026-05-19T08:31:40Z
