team_id	access_method	query_type	query_duration_ms	read_rows	memory_mb	event_time	query_id
234917		web_goals_query	6229	11496430	3175.0	2026-05-19T11:55:56Z	234917_4fe9ee89-e1e5-4cd3-a089-77d5bee70f22_0ROhQT1f
